"","Sno","Province","Coal Field","District","Mine","Notes","Worked by Joint Stock Companies","Worked by private owners","Worked by Government of India","Non-Act mines","When Opened","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","lat_manual","long_manual","geo","coordinates.lon","coordinates.lat"
"600",600,"Bengal","Raniganj","Manbhum","Kalimati",NA,NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1428,"23.760516146648307"," 86.78038138141711","Manbhum District, Kalimati",78.96288,20.59368
"601",601,"Bengal","Raniganj","Manbhum","Kapasara","2 mines",NA, 1,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,   10708,"23.757059403091848"," 86.7550742642724","Manbhum District, Kapasara",86.75547,23.75763
"602",602,"Bengal","Raniganj","Manbhum","Kapasara",NA,NA, 1,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,    5700,"23.757059403091848"," 86.7550742642724","Manbhum District, Kapasara",86.75547,23.75763
"603",603,"Bengal","Raniganj","Manbhum","Kapasara",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4429,"23.757059403091848"," 86.7550742642724","Manbhum District, Kapasara",86.75547,23.75763
"604",604,"Bengal","Raniganj","Manbhum","Kapasara",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4633,"23.757059403091848"," 86.7550742642724","Manbhum District, Kapasara",86.75547,23.75763
"605",605,"Bengal","Raniganj","Manbhum","Kapasara",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1853,"23.757059403091848"," 86.7550742642724","Manbhum District, Kapasara",86.75547,23.75763
"606",606,"Bengal","Raniganj","Manbhum","Kapasara",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,     808,"23.757059403091848"," 86.7550742642724","Manbhum District, Kapasara",86.75547,23.75763
"607",607,"Bengal","Raniganj","Manbhum","Kethardih",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.73212956806177"," 86.735542536413","Manbhum District, Kethardih",86.43391,23.66887
"608",608,"Bengal","Raniganj","Manbhum","Khudia",NA,NA, 1,NA,NA,"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,     870,"23.797862336259016"," 86.6286982138136","Manbhum District, Khudia",74.57782,30.06483
"609",609,"Bengal","Raniganj","Manbhum","Kussorie",NA,NA, 1,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,     167,"NA",NA,"Manbhum District, Kussorie",78.06437,30.45979
"610",610,"Bengal","Raniganj","Manbhum","Kusum Kanali",NA,NA, 1,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3347,"24.51348192885496"," 86.71288499263633","Manbhum District, Kusum Kanali",86.71287,24.51369
"611",611,"Bengal","Raniganj","Manbhum","Mugma",NA,NA, 1,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1848,"23.773485713808174"," 86.73086906345739","Manbhum District, Mugma",86.73221,23.77275
"612",612,"Bengal","Raniganj","Manbhum","Mugma",NA,NA, 1,NA,NA,"1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.773485713808174"," 86.73086906345739","Manbhum District, Mugma",86.73221,23.77275
"613",613,"Bengal","Raniganj","Manbhum","Mugma",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3869,"23.773485713808174"," 86.73086906345739","Manbhum District, Mugma",86.73221,23.77275
"614",614,"Bengal","Raniganj","Manbhum","Mugma","2 mines",NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.773485713808174"," 86.73086906345739","Manbhum District, Mugma",86.73221,23.77275
"615",615,"Bengal","Raniganj","Manbhum","Mugma",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.773485713808174"," 86.73086906345739","Manbhum District, Mugma",86.73221,23.77275
"616",616,"Bengal","Raniganj","Manbhum","Patel",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Manbhum District, Patel",78.96288,20.59368
"617",617,"Bengal","Raniganj","Manbhum","Pattlabari",NA,NA, 1,NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3020,"23.718559113820973"," 86.75638074295075","Manbhum District, Pattlabari",86.75421,23.72046
"618",618,"Bengal","Raniganj","Manbhum","Pitakiari",NA,NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.816632036624842"," 86.8766789459398","Manbhum District, Pitakiari",78.96288,20.59368
"619",619,"Bengal","Raniganj","Manbhum","Radhaballavpur",NA,NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,      81,"23.867245139430224"," 86.98693681151946","Manbhum District, Radhaballavpur",87.91126,22.31619
"620",620,"Bengal","Raniganj","Manbhum","Rajpura",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.767333739806645"," 86.76768318145018","Manbhum District, Rajpura",76.59053,30.47658
"621",621,"Bengal","Raniganj","Manbhum","Rajpura",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1174,"23.767333739806645"," 86.76768318145018","Manbhum District, Rajpura",76.59053,30.47658
"622",622,"Bengal","Raniganj","Manbhum","Rajpura",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    5536,"23.767333739806645"," 86.76768318145018","Manbhum District, Rajpura",76.59053,30.47658
"623",623,"Bengal","Raniganj","Manbhum","Rajpura",NA,NA, 1,NA,NA,"1888",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.767333739806645"," 86.76768318145018","Manbhum District, Rajpura",76.59053,30.47658
"624",624,"Bengal","Raniganj","Manbhum","Rajpura",NA,NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,     469,"23.767333739806645"," 86.76768318145018","Manbhum District, Rajpura",76.59053,30.47658
"625",625,"Bengal","Raniganj","Manbhum","Rajpura","2 mines",NA, 1,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,     326,"23.767333739806645"," 86.76768318145018","Manbhum District, Rajpura",76.59053,30.47658
"626",626,"Bengal","Raniganj","Manbhum","Sango Mohal",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.751755920631624"," 86.71832450212204","Manbhum District, Sango Mohal",77.11688,31.91488
"627",627,"Bengal","Raniganj","Manbhum","Sindree",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4100,"23.749129348382723"," 86.7046113818914","Manbhum District, Sindree",86.70586,23.74831
"628",628,"Bengal","Raniganj","Santhal Parganas","Palasthal",NA,NA, 1,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,     230,"23.82899048934681"," 87.07322323525561","Santhal Parganas District, Palasthal",88.40290,22.61681
"629",629,"Bengal","Raniganj","Santhal Parganas","Sultanpur",NA,NA, 1,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1722,"24.31374246423732"," 86.55817926992805","Santhal Parganas District, Sultanpur",82.06599,26.25854
"630",630,"Bengal","Sambalpur","Sambalpur","Rampur",NA, 1,NA,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,     830,"21.80515443325695"," 83.91058072010391","Sambalpur District, Rampur",84.18571,21.46983
"631",631,"Rajputana",NA,"Bikaner","Palana",NA, 1,NA,NA,NA,"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,   12744,"27.82911922660085"," 73.21988376652477","Bikaner District, Palana",73.26179,27.84328
"632",632,"Central India",NA,"Rewah","Umaria",NA,NA, 1,NA,NA,"1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,   13400,"23.508371695882946"," 80.86755046360105","Rewah District, Umaria",81.60351,24.76347
"633",633,"Punjab","Salt Range","Attock","Choi",NA,NA,NA,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"33.73944499179097"," 72.39359270979885","Attock District, Choi",78.96288,20.59368
"634",634,"Punjab","Salt Range","Attock","Surang Salar",NA,NA,NA,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"33.73944499179097"," 72.39359270979885","Attock District, Surang Salar",78.96288,20.59368
"635",635,"Punjab","Salt Range","Jhelum","Arra",NA,NA, 1,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Jhelum District, Arra",78.96288,20.59368
"636",636,"Punjab","Salt Range","Jhelum","Baghanwala",NA,NA, 1,NA,NA,"1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"32.66830231385785"," 73.20406522943675","Jhelum District, Baghanwala",75.88535,28.86938
"637",637,"Punjab","Salt Range","Jhelum","Chapper",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"33.3809983722011"," 73.28058785811055","Jhelum District, Chapper",78.96288,20.59368
"638",638,"Punjab","Salt Range","Jhelum","Chhaja",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"33.78242440027848"," 73.62096966037205","Jhelum District, Chhaja",78.96288,20.59368
"639",639,"Punjab","Salt Range","Jhelum","Chiti Dand",NA,NA, 1,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3938,"NA",NA,"Jhelum District, Chiti Dand",78.96288,20.59368
"640",640,"Punjab","Salt Range","Jhelum","Dandot",NA,NA, 1,NA,NA,"1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,   31982,"32.657204338059465"," 72.95964292302575","Jhelum District, Dandot",78.96288,20.59368
"641",641,"Punjab","Salt Range","Jhelum","Dhola Dhar",NA,NA, 1,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Jhelum District, Dhola Dhar",76.09722,32.48611
"642",642,"Punjab","Salt Range","Jhelum","Gamrala",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,    7683,"32.95105359618275"," 73.68188489477542","Jhelum District, Gamrala",76.27108,10.85052
"643",643,"Punjab","Salt Range","Jhelum","Mitha Choa",NA,NA, 1,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"32.23683438141777"," 71.80348589385297","Jhelum District, Mitha Choa",78.96288,20.59368
"644",644,"Punjab","Salt Range","Jhelum","Nanak Chand",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2052,"NA",NA,"Jhelum District, Nanak Chand",78.96288,20.59368
"645",645,"Punjab","Salt Range","Jhelum","Narianwala and Choanwala",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1000,"32.55564833714557"," 73.94248849065534","Jhelum District, Narianwala and Choanwala",78.96288,20.59368
"646",646,"Punjab","Salt Range","Jhelum","Natanwali",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Jhelum District, Natanwali",78.96288,20.59368
"647",647,"Punjab","Salt Range","Jhelum","Salariate","3 mines",NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Jhelum District, Salariate",78.96288,20.59368
"648",648,"Punjab","Salt Range","Milanwali","Anup",NA,NA,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"32.58021962859615"," 71.55175838149916","Milanwali District, Anup",80.94616,26.84671
"649",649,"Punjab","Salt Range","Milanwali","Borikhel",NA,NA,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"32.71113670522984"," 71.74182417425266","Milanwali District, Borikhel",78.96288,20.59368
"650",650,"Punjab","Salt Range","Milanwali","Lunshawal",NA,NA,NA,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,     714,"NA",NA,"Milanwali District, Lunshawal",74.78637,21.88586
"651",651,"Punjab","Salt Range","Milanwali","Makarwal",NA,NA,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1170,"32.857343693171686"," 71.18931029062891","Milanwali District, Makarwal",78.96288,20.59368
"652",652,"Punjab","Salt Range","Milanwali","Tola Muahji and Kuch Tunda Kheal",NA,NA,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Milanwali District, Tola Muahji and Kuch Tunda Kheal",78.96288,20.59368
"653",653,"Punjab","Salt Range","Shahpur","Katha",NA,NA, 1,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Shahpur District, Katha",76.84316,16.69568
"654",654,"Punjab","Salt Range","Shahpur","Nalli",NA,NA, 1,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Shahpur District, Nalli",76.84316,16.69568
"655",655,"Punjab","Salt Range","Shahpur","Samewala",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Shahpur District, Samewala",74.29251,30.41690
"656",656,"Punjab","Salt Range","Shahpur","Tajuwala",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,     650,"NA",NA,"Shahpur District, Tajuwala",76.84316,16.69568
"657",657,"Punjab","Salt Range","Shahpur","Thakarkot",NA,NA, 1,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Shahpur District, Thakarkot",74.75711,33.22827
"658",658,"Punjab","Salt Range","Shahpur","Chota Tajoonwala",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Shahpur District, Chota Tajoonwala",76.84316,16.69568
"659",659,"NWFP",NA,"Hazara","Damtaur",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,      90,"34.14252427340152"," 73.28178667271622","Hazara District, Damtaur",81.77870,20.61183
"660",660,"Kashmir",NA,"Jammu","Ladda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"33.00500565525788"," 75.02875973539629","Jammu District, Ladda",75.02607,33.00878
"661",661,"Baluchistan",NA,"Khost","Harnai",NA, 1,NA,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,     176,"30.174214872603272"," 68.03467410314379","Khost District, Harnai",78.96288,20.59368
"662",662,"Baluchistan",NA,"Khost","Tangi",NA, 1,NA,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,     423,"34.31015194936024"," 71.67881282150194","Khost District, Tangi",85.39664,19.92461
"663",663,"Baluchistan",NA,"Khost","Davispur",NA,NA, 1,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,     172,"32.49166347957711"," 73.05099896068042","Khost District, Davispur",87.72465,22.60680
"664",664,"Baluchistan",NA,"Khost","Khost",NA,NA, 1,NA,NA,"1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,   42829,"30.21999752164995"," 67.56842390165158","Khost District, Khost",78.96288,20.59368
"665",665,"Baluchistan",NA,"Quetta Pishin district","Quetta Pishin district",NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    5154,"30.58791491037663"," 66.99353905460222","Quetta Pishin district District, Quetta Pishin district",78.96288,20.59368
"666",666,"Baluchistan",NA,"Kalat district","Kalat district",NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    4860,"29.038591549795964"," 66.59004357022971","Kalat district District, Kalat district",78.96288,20.59368
"667",667,"Central Provinces","Mohpani","Narsinghpur","Mohpani",NA, 1,NA,NA,NA,"1860",NA,NA,NA,NA,NA,NA,NA,NA,NA,   39483,"22.74074900411693"," 78.80681233272739","Narsinghpur District, Mohpani",78.82127,22.74425
"668",668,"Central Provinces","Mohpani","Chhindwara (Pench Valley)","Barkui",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,   58210,"22.18780284064708"," 78.68576379694866","Chhindwara (Pench Valley) District, Barkui",78.70510,22.18656
"669",669,"Central Provinces","Mohpani","Chhindwara (Pench Valley)","Bhajipani",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"22.195943284725118"," 78.68633058840216","Chhindwara (Pench Valley) District, Bhajipani",78.70439,22.20488
"670",670,"Central Provinces","Mohpani","Chhindwara (Pench Valley)","Buteria",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"22.17971473050237"," 78.67977587769568","Chhindwara (Pench Valley) District, Buteria",78.93817,22.05744
"671",671,"Central Provinces","Mohpani","Chhindwara (Pench Valley)","Chandametta",NA, 1,NA,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,   29467,"22.186008581499387"," 78.68313989061784","Chhindwara (Pench Valley) District, Chandametta",78.74715,22.19138
"672",672,"Central Provinces","Mohpani","Chhindwara (Pench Valley)","Craddock",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Chhindwara (Pench Valley) District, Craddock",78.93817,22.05744
"673",673,"Central Provinces","Mohpani","Chhindwara (Pench Valley)","Jattachhapper",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"22.180213305084106"," 78.68286656287547","Chhindwara (Pench Valley) District, Jattachhapper",78.93817,22.05744
"674",674,"Central Provinces","Wardha","Chanda","Ballarpur",NA,NA,NA, 1,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,   93277,"19.83208242797939"," 79.34515705763849","Chanda District, Ballarpur",79.34127,19.85126
"675",675,"Central Provinces","Wardha","Chanda","Warora",NA,NA,NA, 1,NA,"1871",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"20.250339642308624"," 79.01630480998146","Chanda District, Warora",79.01630,20.25060
"676",676,"Hyderabad",NA,"Telangana","Singareni",NA, 1,NA,NA,NA,"1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,  506173,"17.58128306036544"," 80.31770084430254","Telangana District, Singareni",80.28788,17.53642
"677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11939293,NA,NA,"NA District, NA",78.96288,20.59368
